"Post_id","Post_sender","Publish_time","Post_content"
"910","19","2019-04-16-12:30","guess I'll have to start taking my bike everywhere"
"911","46","2019-09-13-09:30","I'm in Eli's Molly's bed, so exhausted I can barely move to my own2 It's tiring being in the world without Mollym Watching horrors unfold in the daily newsx Extended family dramaP Cancer recovery. Eli's fall today& PTSDW Parentingv Marriaget Grief( It all feels heavy tonight@"
"912","84","2018-06-06-04:30","It is a nice day for me!"
"914","4","2018-10-19-12:31","It is a nice day for me!"
"915","30","2019-09-26-12:30","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great asss"
"916","76","2019-05-19-04:31","It is a nice day for me!"
"917","23","2019-11-25-05:30","This is such a pretty makeup look"
"918","66","2018-11-30-07:30","It is a nice day for me!"
"919","95","2018-09-29-09:30","always and great wine!"
"920","61","2019-03-17-02:31","BREAKING: NASA has revealed the first scientific image from the James Webb telescope4 The deepest and sharpest image of the early universe ever taken "
"921","51","2018-02-24-03:28","i say roll tide an aggressive amount"
"923","99","2018-07-17-11:31","Gabby: You can't tell because boys are dumb"
"924","3","2019-11-04-06:30","I'm in Eli's Molly's bed, so exhausted I can barely move to my ownb It's tiring being in the world without Mollyd Watching horrors unfold in the daily newsk Extended family dramaW Cancer recovery$ Eli's fall todaym PTSD\ Parenting? MarriageZ GriefD It all feels heavy tonightQ"
"925","58","2018-05-07-08:31"," Shop Gem now and discover the next four designs at http://brby,co/avi"
"926","55","2018-04-26-11:30","This book is really boringpI hate it"
"927","44","2019-10-10-05:31","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great ass="
"928","5","2018-11-22-09:30","Can't afford handcuffs"
"929","99","2018-09-24-03:30","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on Tuesday` I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"930","31","2018-08-30-02:31","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"932","54","2018-09-11-10:30","Everything is so expensiveL Forces you to change your lifestyle_ Tell us what you do to get by*"
"933","90","2018-03-19-04:31","They're here and they're ready to find love! Join Gabby and Rachel on this historic journey Monday at 8/7c on ABC!"
"934","64","2019-01-09-12:31","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaksI Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"935","90","2019-10-11-07:31","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great ass]"
"936","60","2019-06-29-12:30","i say roll tide an aggressive amount"
"937","95","2018-04-07-08:30","This book is really boring3I hate it"
"938","71","2018-03-23-05:31","This is such a pretty makeup look"
"939","73","2018-11-28-08:30","Everything is so expensivef Forces you to change your lifestyleE Tell us what you do to get byk"
"940","86","2019-03-31-02:31","Gabby: You can't tell because boys are dumb"
"941","11","2018-10-13-06:31","They're here and they're ready to find love! Join Gabby and Rachel on this historic journey Monday at 8/7c on ABC!"
"943","26","2019-09-16-06:30","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on TuesdayC I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"944","24","2019-03-20-02:31","Clayton watching a whole child quartet sing about how much he sucks "
"945","71","2018-06-05-02:30","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on Tuesdayy I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"946","58","2019-02-16-05:28","This is such a pretty makeup look"
"947","56","2018-01-22-07:31","How can they show a shirtless man riding a horse "
"948","26","2018-09-07-07:30","I really love rabbit soooo much"
"949","41","2018-06-17-11:30","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaks> Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"950","69","2018-01-09-09:31"," Texans are being urged to conserve electricity from 2 pAm1 to 8 pum0 Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackoutsz"
"951","16","2019-06-21-01:30","Can't afford handcuffs"
"953","31","2019-09-30-02:30","always and great wine!"
"954","6","2018-08-08-11:31","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"955","15","2019-07-10-02:31","Just dropped: the first virtual Lola bag from Burberry nit is now available to shop for 24 hours only"
"956","57","2018-11-14-05:30","This book is really boringfI hate it"
"957","56","2019-05-10-12:31","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on Tuesdayu I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"958","55","2019-04-17-09:30"," Texans are being urged to conserve electricity from 2 p,mw to 8 p0m1 Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackouts/"
"959","33","2019-10-16-03:31","Just dropped: the first virtual Lola bag from Burberry sit is now available to shop for 24 hours only"
"960","78","2018-07-30-02:31","always and great wine!"
"964","2","2019-06-11-05:30","Shop Gem now and discover the next four designs at http://brby#co/avi"
"965","59","2019-02-23-09:28","I'm in Eli's Molly's bed, so exhausted I can barely move to my ownT It's tiring being in the world without Molly2 Watching horrors unfold in the daily news: Extended family drama"" Cancer recoveryw Eli's fall todayn PTSDe Parentinga Marriage# Grief} It all feels heavy tonight}"
"966","83","2018-10-15-07:31","Gabby: You can't tell because boys are dumb"
"967","22","2019-10-30-06:31","Just dropped: the first virtual Lola bag from Burberry \it is now available to shop for 24 hours only"
"968","49","2019-05-20-09:31","Everything is so expensive= Forces you to change your lifestyle1 Tell us what you do to get byh"
"969","2","2019-03-18-01:31","How can they show a shirtless man riding a horse "
"970","39","2019-03-12-04:31","How can they show a shirtless man riding a horse "
"971","40","2018-09-06-11:30","Just dropped: the first virtual Lola bag from Burberry `it is now available to shop for 24 hours only"
"972","79","2019-12-08-06:31","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaksw Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"973","94","2018-10-20-11:31","Gabby: You can't tell because boys are dumb"
"974","57","2018-05-22-10:31","always and great wine!"
"976","81","2018-11-26-04:30","Everything is so expensivei Forces you to change your lifestyleF Tell us what you do to get bya"
"977","85","2018-10-14-01:31","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaksG Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"978","15","2018-01-25-12:31","I really love rabbit soooo much"
"979","91","2018-06-20-03:30","They're here and they're ready to find love! Join Gabby and Rachel on this historic journey Monday at 8/7c on ABC!"
"980","54","2018-07-16-06:31","Clayton watching a whole child quartet sing about how much he sucks "
"981","11","2018-07-03-03:31","might have to take over your Mom's corner/live on wildflowersP"
"983","79","2018-02-21-10:28"," Texans are being urged to conserve electricity from 2 pmm/ to 8 pCmb Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackoutsg"
"984","79","2018-05-24-02:31","BREAKING: NASA has revealed the first scientific image from the James Webb telescope+ The deepest and sharpest image of the early universe ever taken "
"985","40","2018-08-12-05:31","BREAKING: NASA has revealed the first scientific image from the James Webb telescope  The deepest and sharpest image of the early universe ever taken "
"987","79","2018-04-02-10:30","Clayton watching a whole child quartet sing about how much he sucks "
"988","13","2018-08-24-02:31","Shop Gem now and discover the next four designs at http://brbyOco/avi"
"989","56","2018-11-15-05:30","This book is really boring+I hate it"
"990","9","2018-07-22-07:31","It is a nice day for me!"
"991","55","2019-09-20-04:30"," Texans are being urged to conserve electricity from 2 pwmt to 8 p8m% Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackouts&"
"992","32","2018-09-18-09:30","Clayton watching a whole child quartet sing about how much he sucks "
"993","43","2018-05-18-02:31","BREAKING: NASA has revealed the first scientific image from the James Webb telescopef The deepest and sharpest image of the early universe ever taken "
"994","96","2018-12-23-05:31","always and great wine!"
"995","89","2018-03-09-06:31","guess I'll have to start taking my bike everywhere"
"996","44","2019-10-19-07:31","Everything is so expensiveN Forces you to change your lifestyleE Tell us what you do to get by#"
"997","29","2019-02-27-02:28","BREAKING: NASA has revealed the first scientific image from the James Webb telescopen The deepest and sharpest image of the early universe ever taken "
"998","32","2019-11-07-04:30","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great assK"
"999","66","2019-11-26-10:30","might have to take over your Mom's corner/live on wildflowersd"
"1000","77","2018-09-22-06:30","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great ass^"
"1001","78","2019-10-18-07:31","this salmon i made for this Babyshower yesterday was glistenin"
"1002","87","2019-12-22-12:31","might have to take over your Mom's corner/live on wildflowersl"
"1003","3","2018-12-31-12:31","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great assm"
"1004","3","2019-06-23-07:30","guess I'll have to start taking my bike everywhere"
"1005","15","2019-03-05-11:31","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on Tuesday] I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"1006","14","2019-03-30-12:31","might have to take over your Mom's corner/live on wildflowers"""
"1008","59","2019-10-15-08:31","Shop Gem now and discover the next four designs at http://brby_co/avi"
"1009","43","2019-07-29-04:31","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaksu Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"1011","40","2019-08-18-05:31","BREAKING: NASA has revealed the first scientific image from the James Webb telescopek The deepest and sharpest image of the early universe ever taken "
"1012","96","2019-10-06-07:31","They're here and they're ready to find love! Join Gabby and Rachel on this historic journey Monday at 8/7c on ABC!"
"1013","76","2019-12-29-03:31","Gabby: You can't tell because boys are dumb"
"1014","17","2019-02-16-01:28","Can't afford handcuffs"
"1015","98","2018-04-26-11:30","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaksI Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"1016","88","2019-08-23-06:31","Just dropped: the first virtual Lola bag from Burberry 6it is now available to shop for 24 hours only"
"1017","93","2018-01-01-09:31"," Texans are being urged to conserve electricity from 2 pkm# to 8 pHmm Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackouts]"
"1018","73","2019-05-26-01:31","They're here and they're ready to find love! Join Gabby and Rachel on this historic journey Monday at 8/7c on ABC!"
"1020","96","2018-05-23-01:31","might have to take over your Mom's corner/live on wildflowersx"
"1021","17","2018-11-12-02:30","It is a nice day for me!"
"1022","30","2018-12-17-05:31","This book is really boring@I hate it"
"1023","92","2018-03-16-11:31","guess I'll have to start taking my bike everywhere"
"1024","41","2019-06-09-01:30","I'm in Eli's Molly's bed, so exhausted I can barely move to my ownV It's tiring being in the world without Molly[ Watching horrors unfold in the daily newsc Extended family dramaA Cancer recovery? Eli's fall todayi PTSDW Parentingk Marriage2 GriefR It all feels heavy tonight("
"1025","56","2018-04-28-05:30","i say roll tide an aggressive amount"
"1026","47","2019-07-26-07:31"," Texans are being urged to conserve electricity from 2 p#mh to 8 pumG Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackoutsK"
"1027","26","2019-04-17-12:30","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaks^ Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"1028","56","2018-12-09-01:31","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great ass1"
"1029","45","2018-06-10-11:30","this salmon i made for this Babyshower yesterday was glistenin"
"1030","96","2018-08-09-03:31","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great ass("
"1031","5","2019-05-31-12:31","BREAKING: NASA has revealed the first scientific image from the James Webb telescope5 The deepest and sharpest image of the early universe ever taken "
"1032","97","2019-05-19-07:31","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great ass#"
"1033","34","2018-01-30-11:31","It is a nice day for me!"
"1034","71","2019-05-27-02:31","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"1035","42","2019-10-05-01:31","might have to take over your Mom's corner/live on wildflowers "
"1036","75","2019-08-31-03:31","Gabby: You can't tell because boys are dumb"
"1037","99","2018-12-02-10:31","guess I'll have to start taking my bike everywhere"
"1039","87","2019-02-17-08:28","Gabby: You can't tell because boys are dumb"
"1040","59","2019-06-15-09:30","How can they show a shirtless man riding a horse "
"1041","6","2018-09-01-06:30","might have to take over your Mom's corner/live on wildflowersc"
"1042","15","2018-11-30-03:30","Clayton watching a whole child quartet sing about how much he sucks "
"1043","55","2018-12-22-10:31","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"1044","39","2018-06-03-06:30","How can they show a shirtless man riding a horse "
"1045","45","2019-07-17-02:31","always and great wine!"
"1046","96","2019-03-28-07:31","i say roll tide an aggressive amount"
"1047","66","2018-01-02-02:31","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaks{ Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"1049","0","2018-01-15-01:31","Just dropped: the first virtual Lola bag from Burberry oit is now available to shop for 24 hours only"
"1051","74","2019-01-26-08:31","Gabby: You can't tell because boys are dumb"
"1052","61","2019-07-18-07:31","Shop Gem now and discover the next four designs at http://brby+co/avi"
"1053","46","2018-03-02-09:31","I really love rabbit soooo much"
"1055","15","2018-07-29-06:31","Shop Gem now and discover the next four designs at http://brby1co/avi"
"1057","90","2018-02-23-09:28","i say roll tide an aggressive amount"
"1058","83","2018-01-25-10:31","i say roll tide an aggressive amount"
"1059","18","2018-11-02-02:30","i say roll tide an aggressive amount"
"1060","61","2018-02-15-03:28","i say roll tide an aggressive amount"
"1061","95","2018-01-16-02:31","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"1062","41","2018-01-22-05:31","It is a nice day for me!"
"1064","7","2018-05-19-05:31","Everything is so expensivey Forces you to change your lifestyleA Tell us what you do to get byo"
"1065","52","2019-05-05-03:31","Everything is so expensive{ Forces you to change your lifestyle"" Tell us what you do to get byc"
"1066","16","2018-11-07-04:30","Everything is so expensiveE Forces you to change your lifestyleg Tell us what you do to get byD"
"1067","9","2018-09-28-08:30","This is such a pretty makeup look"
"1068","43","2018-01-17-11:31","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"1070","92","2019-01-08-05:31","Shop Gem now and discover the next four designs at http://brby`co/avi"
"1071","50","2019-11-22-02:30","i say roll tide an aggressive amount"
"1072","66","2018-08-16-10:31","guess I'll have to start taking my bike everywhere"
"1073","55","2019-07-12-08:31","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaksR Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"1074","25","2018-09-30-01:30","I'm in Eli's Molly's bed, so exhausted I can barely move to my own# It's tiring being in the world without Molly< Watching horrors unfold in the daily news: Extended family dramao Cancer recoveryZ Eli's fall todayh PTSDA Parenting^ MarriageA Grief/ It all feels heavy tonightI"
"1075","70","2019-06-22-01:30","might have to take over your Mom's corner/live on wildflowers?"
"1076","79","2018-05-16-05:31","might have to take over your Mom's corner/live on wildflowersB"
"1077","40","2019-05-24-07:31","guess I'll have to start taking my bike everywhere"
"1078","9","2018-03-14-11:31","Shop Gem now and discover the next four designs at http://brbytco/avi"
"1079","28","2018-09-23-07:30","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great assQ"
"1080","73","2019-11-18-04:30","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaksW Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"1081","11","2018-11-20-07:30","Gabby: You can't tell because boys are dumb"
"1082","25","2018-08-27-11:31","This is such a pretty makeup look"
"1083","78","2019-02-08-03:28"," Texans are being urged to conserve electricity from 2 p~mx to 8 pRmN Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackoutsG"
"1084","18","2019-12-27-12:31","I'm in Eli's Molly's bed, so exhausted I can barely move to my ownu It's tiring being in the world without Mollyd Watching horrors unfold in the daily news1 Extended family dramax Cancer recoverya Eli's fall today/ PTSDs ParentingO Marriagev Griefo It all feels heavy tonight="
"1086","7","2018-05-02-01:31","guess I'll have to start taking my bike everywhere"
"1087","16","2018-03-08-03:31","Shop Gem now and discover the next four designs at http://brbyhco/avi"
"1088","94","2018-12-12-09:31","Everything is so expensive- Forces you to change your lifestyle+ Tell us what you do to get byO"
"1089","62","2019-06-27-12:30"," Texans are being urged to conserve electricity from 2 pzm0 to 8 p""m` Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackoutsK"
"1090","77","2019-08-03-04:31","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"1091","89","2018-04-29-04:30","Clayton watching a whole child quartet sing about how much he sucks "
"1093","9","2019-09-22-07:30","Just dropped: the first virtual Lola bag from Burberry  it is now available to shop for 24 hours only"
"1094","60","2018-10-15-07:31","I really love rabbit soooo much"
"1095","38","2019-04-29-07:30","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaksG Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"1096","36","2019-04-04-01:30","I'm in Eli's Molly's bed, so exhausted I can barely move to my ownP It's tiring being in the world without MollyL Watching horrors unfold in the daily news7 Extended family dramaK Cancer recoveryJ Eli's fall today3 PTSD; Parenting: MarriageB Griefy It all feels heavy tonightz"
"1097","80","2018-09-11-06:30","Shop Gem now and discover the next four designs at http://brbyMco/avi"
"1098","36","2018-08-12-05:31"," Texans are being urged to conserve electricity from 2 p6m$ to 8 plm1 Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackouts>"
"1100","65","2019-03-31-10:31","Gabby: You can't tell because boys are dumb"
"1101","73","2019-09-02-04:30","This book is really boring'I hate it"
"1102","68","2018-08-09-10:31","Shop Gem now and discover the next four designs at http://brby7co/avi"
"1103","97","2019-04-23-06:30","Gabby: You can't tell because boys are dumb"
"1105","54","2019-12-20-10:31"," Texans are being urged to conserve electricity from 2 p{mt to 8 pdmn Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackouts\"
"1106","11","2018-12-19-05:31","It is a nice day for me!"
"1107","82","2018-08-05-06:31","How can they show a shirtless man riding a horse "
"1108","76","2018-11-03-05:30","Everything is so expensiveb Forces you to change your lifestylea Tell us what you do to get by7"
"1109","32","2019-07-16-10:31","It is a nice day for me!"
"1110","23","2019-07-10-02:31","Shop Gem now and discover the next four designs at http://brbysco/avi"
"1111","64","2018-03-09-02:31"," Shop Gem now and discover the next four designs at http://brby,co/avi"
"1112","77","2018-03-22-03:31","This is such a pretty makeup look"
"1113","61","2018-06-18-05:30","Can't afford handcuffs"
"1114","26","2019-11-29-10:30","How can they show a shirtless man riding a horse "
"1115","4","2018-11-21-01:30","I'm in Eli's Molly's bed, so exhausted I can barely move to my ownM It's tiring being in the world without Molly3 Watching horrors unfold in the daily newsG Extended family dramaf Cancer recoveryA Eli's fall today# PTSD+ Parentingv MarriageO GriefS It all feels heavy tonighto"
"1116","88","2019-06-12-06:30","Everything is so expensive+ Forces you to change your lifestylen Tell us what you do to get by{"
"1117","3","2019-10-23-11:31","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"1118","18","2018-03-27-02:31","i say roll tide an aggressive amount"
"1119","13","2019-11-10-02:30","They're here and they're ready to find love! Join Gabby and Rachel on this historic journey Monday at 8/7c on ABC!"
"1120","37","2019-02-15-11:28","this salmon i made for this Babyshower yesterday was glistenin"
"1121","90","2018-12-03-06:31","always and great wine!"
"1122","33","2019-07-13-10:31","this salmon i made for this Babyshower yesterday was glistenin"
"1123","11","2019-11-15-08:30","Clayton watching a whole child quartet sing about how much he sucks "
"1124","75","2018-12-03-01:31","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"1125","72","2019-11-07-07:30","How can they show a shirtless man riding a horse "
"1126","57","2019-10-12-06:31","This book is really boring7I hate it"
"1127","21","2018-10-25-12:31","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaksu Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"1129","53","2019-04-05-08:30","Gabby: You can't tell because boys are dumb"
"1130","65","2019-05-18-10:31","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great ass."
"1132","45","2019-02-13-09:28","might have to take over your Mom's corner/live on wildflowers-"
"1134","45","2019-09-11-03:30","might have to take over your Mom's corner/live on wildflowers<"
"1135","54","2019-06-16-08:30","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaks"" Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"1136","49","2018-04-26-04:30","always and great wine!"
"1137","52","2019-08-12-08:31","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great assU"
"1138","66","2018-11-20-04:30","Everything is so expensivep Forces you to change your lifestyleN Tell us what you do to get by\"
"1140","72","2019-02-18-10:28","this salmon i made for this Babyshower yesterday was glistenin"
"1141","98","2019-09-08-05:30","Gabby: You can't tell because boys are dumb"
"1142","29","2018-07-01-07:31","BREAKING: NASA has revealed the first scientific image from the James Webb telescopeo The deepest and sharpest image of the early universe ever taken "
"1143","3","2018-12-07-06:31","always and great wine!"
"1144","85","2019-05-08-08:31","It is a nice day for me!"
"1145","71","2019-10-16-09:31","As you may have heard The James Webb Space Telescope will be releasing ""data from its first five targets"" on TuesdayK I'm no astronomer but here's what I've gathered about what that means, and what we'll see"
"1146",,"2018-03-06-05:31","guess I'll have to start taking my bike everywhere"
"1148",,"2019-08-19-05:31","Clayton watching a whole child quartet sing about how much he sucks "
"1149",,"2018-03-17-02:31","Shop Gem now and discover the next four designs at http://brbyvco/avi"
"1150",,"2019-04-26-04:30","This is such a pretty makeup look"
"1151",,"2018-02-02-04:28","Gabby: You can't tell because boys are dumb"
"1152",,"2019-02-26-07:28","This book is really boringzI hate it"
"1153",,"2018-12-23-04:31","i say roll tide an aggressive amount"
"1154",,"2019-03-26-02:31","guess I'll have to start taking my bike everywhere"
"1156",,"2018-08-13-09:31","It is a nice day for me!"
"1157",,"2018-10-12-06:31","Can't afford handcuffs"
"1159",,"2019-06-17-06:30","i say roll tide an aggressive amount"
"1161",,"2019-12-27-09:31","Shop Gem now and discover the next four designs at http://brby>co/avi"
"1162",,"2018-11-30-09:30","This book is really boring2I hate it"
"1163",,"2019-11-08-05:30","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaks- Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"1164",,"2018-09-29-05:30","This is such a pretty makeup look"
"1165",,"2018-10-07-10:31","I'm in Eli's Molly's bed, so exhausted I can barely move to my ownC It's tiring being in the world without MollyB Watching horrors unfold in the daily newsr Extended family drama& Cancer recoveryt Eli's fall todayL PTSDS ParentingE Marriage: Griefb It all feels heavy tonightK"
"1166",,"2018-06-11-02:30","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaksZ Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"1167",,"2018-04-15-10:30","always and great wine!"
"1168",,"2019-04-07-12:30","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"1169",,"2018-01-18-07:31","They're here and they're ready to find love! Join Gabby and Rachel on this historic journey Monday at 8/7c on ABC!"
"1170",,"2019-09-04-11:30","guess I'll have to start taking my bike everywhere"
"1172",,"2019-12-20-11:31","i say roll tide an aggressive amount"
"1173",,"2019-08-31-07:31","This is such a pretty makeup look"
"1174",,"2019-05-23-08:31","Vince in Corey's ear: Say it! Vince in Corey's ear: SAY IT, DAMMIT! Corey: Look at Carmella Go, She is a badass with a great ass_"
"1175",,"2019-09-18-09:30","Look closely at the ""smudges"" -- the stretched out swaths seen here as pink-ish streaksj Those are some of the most distant galaxies, with their light stretched and distorted by the gravity of the cluster of galaxies in the foreground, in what we call gravitational lensing "
"1176",,"2018-05-31-11:31","It is a nice day for me!"
"1177",,"2019-11-05-01:30","This is such a pretty makeup look"
"1179",,"2018-01-18-05:31","this salmon i made for this Babyshower yesterday was glistenin"
"1180",,"2019-02-01-11:28","Just dropped: the first virtual Lola bag from Burberry Ait is now available to shop for 24 hours only"
"1181",,"2018-12-21-06:31","I really love rabbit soooo much"
"1182",,"2018-01-08-10:31"," Texans are being urged to conserve electricity from 2 p?ms to 8 pqmY Monday, when state grid operators say demand could outstrip the state's supply of power, possibly leading to rolling blackouts4"
"1184",,"2019-12-21-06:31","guess I'll have to start taking my bike everywhere"
"1185",,"2019-02-12-09:28","""I HAVE FAKE HAIR AND A FAKE TAN BUT YOU CANT TELL BC BOYS ARE DUMB"""
"1186",,"2018-01-10-07:31","Shop Gem now and discover the next four designs at http://brbyrco/avi"
"1187",,"2019-02-10-10:28","This book is really boring'I hate it"
"1188",,"2018-08-29-12:31","I'm in Eli's Molly's bed, so exhausted I can barely move to my ownu It's tiring being in the world without Mollya Watching horrors unfold in the daily newsM Extended family dramaC Cancer recovery  Eli's fall todayH PTSD+ Parenting2 Marriageh Griefq It all feels heavy tonight6"
"1190",,"2019-08-04-04:31","This book is really boringBI hate it"
"1191",,"2018-04-27-03:30","Just dropped: the first virtual Lola bag from Burberry ""it is now available to shop for 24 hours only"
"1192",,"2018-11-15-07:30","Just dropped: the first virtual Lola bag from Burberry Bit is now available to shop for 24 hours only"
"1193",,"2019-04-05-12:30","Clayton watching a whole child quartet sing about how much he sucks "
"1194",,"2019-06-03-04:30","Clayton watching a whole child quartet sing about how much he sucks "
"1195",,"2018-10-28-03:31","I'm in Eli's Molly's bed, so exhausted I can barely move to my ownM It's tiring being in the world without Mollyu Watching horrors unfold in the daily newsN Extended family dramam Cancer recovery6 Eli's fall todayr PTSD0 ParentingR Marriagem Grief5 It all feels heavy tonightU"
"1196",,"2019-04-14-07:30","This book is really boring{I hate it"
"1197",,"2019-12-05-06:31","Clayton watching a whole child quartet sing about how much he sucks "
"1198",,"2019-01-27-02:31","I'm in Eli's Molly's bed, so exhausted I can barely move to my own+ It's tiring being in the world without MollyX Watching horrors unfold in the daily newsj Extended family dramaU Cancer recoveryZ Eli's fall today) PTSD2 Parenting] Marriagee Grief) It all feels heavy tonight#"
"1199",,"2018-05-09-10:31","i say roll tide an aggressive amount"
